fname,structure,h_min,w_min,h_max,w_max
778.png,nasal bone,192,343,204,373
778.png,thalami,220,221,276,291
778.png,palate,222,319,272,406
778.png,midbrain,274,201,340,252
1049.png,NT,408,8,431,293
1049.png,CM,376,291,400,381
1049.png,IT,334,291,370,350
1049.png,nasal tip,151,185,159,207
1049.png,nasal bone,162,203,175,233
1049.png,nasal skin,155,202,164,224
1049.png,thalami,211,310,284,388
1049.png,palate,196,160,260,259
1049.png,midbrain,285,335,371,395
1050.png,nasal tip,128,391,135,417
1050.png,nasal bone,142,365,154,399
1050.png,NT,378,314,410,487
1050.png,IT,310,259,331,327
1050.png,CM,336,257,360,356
1050.png,nasal skin,132,373,140,397
1050.png,thalami,196,233,259,321
1050.png,midbrain,257,215,337,279
1050.png,palate,171,357,229,443
1595.png,nasal tip,121,243,129,277
1595.png,nasal skin,128,269,136,300
1595.png,CM,367,298,399,390
1595.png,NT,382,34,438,384
1595.png,IT,336,318,366,385
1595.png,nasal bone,138,260,148,299
1595.png,thalami,215,353,281,437
1595.png,midbrain,282,381,372,446
1595.png,palate,164,200,233,309
991.png,nasal skin,139,213,147,239
991.png,nasal bone,148,215,157,249
991.png,IT,319,299,343,346
991.png,CM,344,268,373,387
991.png,NT,380,24,412,372
991.png,nasal tip,135,196,143,225
991.png,thalami,206,312,266,376
991.png,palate,176,162,228,266
991.png,midbrain,269,334,344,395
606.png,nasal tip,142,458,150,494
606.png,nasal bone,151,428,161,476
606.png,IT,297,326,316,378
606.png,NT,350,306,419,637
606.png,CM,318,280,345,407
606.png,midbrain,243,283,315,344
606.png,palate,182,403,226,513
606.png,thalami,189,298,243,371
779.png,nasal tip,106,192,118,223
779.png,nasal skin,112,220,122,243
779.png,CM,329,290,351,426
779.png,IT,296,314,324,375
779.png,NT,347,5,382,358
779.png,nasal bone,119,223,131,257
779.png,midbrain,239,348,322,399
779.png,palate,146,172,220,287
779.png,thalami,171,319,237,399
780.png,nasal tip,93,192,98,214
780.png,nasal bone,99,216,107,249
780.png,nasal skin,94,208,100,230
780.png,NT,270,1,323,363
780.png,IT,219,295,239,351
780.png,CM,245,296,259,351
780.png,midbrain,174,331,234,379
780.png,palate,123,178,164,264
780.png,thalami,120,296,173,361
781.png,CM,341,246,361,312
781.png,NT,368,117,393,315
781.png,nasal tip,159,202,165,219
781.png,nasal bone,171,216,182,242
781.png,IT,319,260,340,298
781.png,nasal skin,164,218,170,238
781.png,thalami,231,272,279,342
781.png,midbrain,277,289,348,345
781.png,palate,195,173,249,247
782.png,NT,385,316,405,449
782.png,CM,360,286,380,350
782.png,IT,336,291,356,348
782.png,nasal skin,192,373,199,395
782.png,nasal tip,189,391,195,418
782.png,nasal bone,200,367,209,397
782.png,midbrain,298,246,362,304
782.png,palate,224,359,274,439
782.png,thalami,236,255,300,330
783.png,IT,334,383,361,441
783.png,NT,394,212,419,406
783.png,CM,365,371,380,421
783.png,nasal skin,185,306,193,329
783.png,nasal tip,182,286,191,312
783.png,nasal bone,194,304,204,334
783.png,midbrain,287,424,360,475
783.png,thalami,234,399,294,467
783.png,palate,222,269,274,367
108.png,nasal skin,88,312,99,337
108.png,CM,370,167,401,289
108.png,NT,389,183,432,527
108.png,IT,344,215,368,273
108.png,nasal bone,100,310,114,340
108.png,nasal tip,79,339,89,364
108.png,thalami,202,160,278,251
108.png,palate,128,296,220,400
108.png,midbrain,284,149,369,229
1051.png,IT,316,194,335,238
1051.png,CM,341,187,356,245
1051.png,nasal skin,165,292,171,310
1051.png,nasal tip,162,304,169,325
1051.png,nasal bone,172,283,183,311
1051.png,NT,369,204,394,334
1051.png,palate,199,266,248,347
1051.png,midbrain,269,149,334,204
1051.png,thalami,214,166,266,239
1052.png,nasal bone,122,219,133,254
1052.png,IT,315,316,343,367
1052.png,NT,382,0,422,371
1052.png,CM,345,287,373,372
1052.png,thalami,187,319,257,400
1052.png,palate,152,170,215,276
1052.png,midbrain,259,357,339,420
1596.png,NT,367,270,417,590
1596.png,CM,339,285,375,392
1596.png,nasal tip,145,467,157,507
1596.png,nasal bone,152,434,161,486
1596.png,IT,310,309,335,377
1596.png,midbrain,252,272,324,334
1596.png,thalami,193,286,250,367
1596.png,palate,191,401,237,510
622.png,nasal bone,117,402,133,454
622.png,IT,310,254,341,309
622.png,CM,346,254,369,323
622.png,NT,367,198,435,416
622.png,midbrain,247,209,337,281
622.png,palate,169,373,216,490
622.png,thalami,165,232,244,336
784.png,NT,373,310,403,486
784.png,nasal skin,119,427,127,455
784.png,nasal tip,116,439,124,467
784.png,nasal bone,127,404,139,452
784.png,IT,302,284,324,354
784.png,CM,328,251,360,367
784.png,palate,164,389,214,491
784.png,midbrain,245,228,325,304
784.png,thalami,178,262,247,342
785.png,CM,313,279,330,341
785.png,nasal bone,141,150,152,196
785.png,nasal tip,137,128,146,169
785.png,IT,282,277,307,335
785.png,NT,348,1,405,299
785.png,midbrain,229,310,298,367
785.png,palate,178,122,216,221
785.png,thalami,166,265,228,344
786.png,nasal bone,120,188,131,235
786.png,CM,319,263,352,357
786.png,IT,290,308,315,355
786.png,nasal tip,108,176,118,206
786.png,NT,358,0,397,352
786.png,nasal skin,110,198,122,229
786.png,thalami,170,290,238,371
786.png,palate,154,163,203,247
786.png,midbrain,235,347,316,404
787.png,NT,363,207,435,654
787.png,IT,343,227,371,280
787.png,CM,373,210,397,312
787.png,nasal bone,165,330,175,363
787.png,nasal skin,156,343,167,370
787.png,nasal tip,149,361,159,391
787.png,thalami,220,194,287,282
787.png,palate,195,320,253,418
787.png,midbrain,287,177,374,240
788.png,nasal skin,202,366,212,396
788.png,nasal bone,213,352,223,387
788.png,IT,382,252,410,331
788.png,NT,433,273,466,640
788.png,CM,415,248,435,358
788.png,thalami,264,226,326,306
788.png,palate,238,333,310,448
788.png,midbrain,329,218,411,279
109.png,IT,308,252,341,315
109.png,nasal bone,134,372,145,405
109.png,nasal tip,122,396,130,424
109.png,NT,371,280,422,677
109.png,CM,342,258,361,314
109.png,thalami,181,219,251,313
109.png,palate,167,352,221,446
109.png,midbrain,247,208,340,271
1053.png,CM,407,268,422,355
1053.png,IT,374,292,400,361
1053.png,nasal bone,196,225,207,259
1053.png,nasal tip,181,205,191,228
1053.png,NT,421,12,456,339
1053.png,nasal skin,185,225,195,250
1053.png,palate,223,184,292,268
1053.png,thalami,247,303,320,403
1053.png,midbrain,321,344,402,407
1054.png,IT,259,252,281,308
1054.png,CM,285,252,302,312
1054.png,nasal tip,112,163,121,189
1054.png,nasal bone,123,182,135,213
1054.png,nasal skin,116,178,125,201
1054.png,NT,308,5,347,283
1054.png,midbrain,222,295,287,339
1054.png,palate,148,143,212,242
1054.png,thalami,161,268,217,332
789.png,IT,329,195,348,235
789.png,CM,352,182,373,246
789.png,NT,390,260,406,394
789.png,nasal tip,159,303,166,325
789.png,nasal skin,163,276,170,297
789.png,nasal bone,170,273,181,295
789.png,palate,198,258,251,333
789.png,midbrain,281,166,345,206
789.png,thalami,233,164,277,221
790.png,IT,303,219,330,291
790.png,NT,364,173,433,465
790.png,nasal bone,117,368,130,420
790.png,nasal skin,106,386,118,420
790.png,CM,332,190,374,306
790.png,nasal tip,103,406,116,459
790.png,thalami,150,198,235,299
790.png,palate,160,338,222,467
790.png,midbrain,232,160,328,239
791.png,thalami,191,253,265,316
791.png,palate,158,368,207,471
791.png,midbrain,270,248,338,310
792.png,nasal bone,141,221,153,254
792.png,nasal tip,130,201,138,227
792.png,nasal skin,134,218,142,237
792.png,CM,352,322,376,400
792.png,IT,317,316,346,397
792.png,NT,393,249,420,379
792.png,midbrain,252,369,344,441
792.png,thalami,181,320,252,416
792.png,palate,178,182,232,279
793.png,CM,324,252,346,348
793.png,nasal tip,111,377,120,408
793.png,NT,357,265,390,406
793.png,IT,288,270,322,333
793.png,nasal bone,120,349,132,382
793.png,thalami,169,222,234,300
793.png,midbrain,231,207,322,272
793.png,palate,152,334,204,431
794.png,nasal bone,202,251,212,282
794.png,IT,375,336,401,389
794.png,CM,406,305,434,409
794.png,nasal tip,191,209,199,243
794.png,nasal skin,193,243,203,270
794.png,NT,441,16,482,277
794.png,midbrain,322,371,398,420
794.png,palate,232,202,286,301
794.png,thalami,260,347,321,425
110.png,nasal skin,165,265,171,284
110.png,nasal tip,162,249,168,268
110.png,nasal bone,172,265,182,300
110.png,CM,362,327,382,407
110.png,IT,332,352,354,410
110.png,NT,399,240,423,372
110.png,thalami,221,359,277,428
110.png,palate,205,234,256,323
110.png,midbrain,278,394,352,445
1597.png,CM,333,317,356,412
1597.png,NT,367,328,392,492
1597.png,nasal tip,107,412,117,435
1597.png,nasal skin,115,394,126,420
1597.png,IT,309,318,327,372
1597.png,nasal bone,122,383,135,417
1597.png,palate,150,391,212,462
1597.png,midbrain,260,277,338,333
1597.png,thalami,201,282,257,362
1055.png,NT,445,251,467,421
1055.png,nasal skin,198,273,210,297
1055.png,nasal tip,193,248,205,279
1055.png,nasal bone,205,275,219,314
1055.png,CM,403,320,434,432
1055.png,IT,377,357,397,415
1055.png,midbrain,322,396,412,454
1055.png,palate,239,230,297,334
1055.png,thalami,260,371,325,443
1056.png,nasal bone,138,209,152,264
1056.png,NT,377,215,407,378
1056.png,IT,314,293,339,346
1056.png,CM,344,281,366,381
1056.png,thalami,198,307,255,388
1056.png,midbrain,260,343,334,410
1056.png,palate,175,165,220,267
623.png,IT,295,262,320,323
623.png,NT,350,211,397,461
623.png,nasal bone,136,381,149,443
623.png,CM,325,248,353,337
623.png,midbrain,236,209,322,282
623.png,palate,166,364,203,477
623.png,thalami,170,228,233,325
795.png,IT,322,360,352,430
795.png,nasal skin,110,246,119,272
795.png,nasal tip,107,228,117,253
795.png,NT,400,259,431,426
795.png,nasal bone,119,247,131,285
795.png,CM,353,316,391,451
795.png,midbrain,252,414,344,480
795.png,palate,158,198,218,309
795.png,thalami,183,383,250,465
796.png,nasal tip,111,200,119,219
796.png,NT,354,0,384,310
796.png,IT,300,269,333,331
796.png,CM,335,243,350,324
796.png,nasal skin,115,213,124,235
796.png,nasal bone,127,216,137,239
796.png,palate,148,168,211,251
796.png,thalami,189,293,250,369
796.png,midbrain,256,317,337,369
797.png,NT,355,319,383,507
797.png,nasal tip,91,461,100,490
797.png,IT,289,338,323,396
797.png,CM,312,306,343,446
797.png,nasal bone,101,428,112,467
797.png,nasal skin,95,445,103,469
797.png,midbrain,229,288,319,349
797.png,palate,134,410,190,518
797.png,thalami,164,295,228,377
798.png,IT,322,342,354,398
798.png,nasal tip,91,209,102,247
798.png,nasal bone,108,240,120,286
798.png,CM,360,306,385,406
798.png,nasal skin,96,243,107,277
798.png,NT,402,147,438,417
798.png,thalami,182,341,263,438
798.png,palate,140,183,209,291
798.png,midbrain,265,379,357,454
799.png,nasal tip,110,164,119,186
799.png,nasal bone,121,184,131,214
799.png,CM,298,224,319,293
799.png,nasal skin,114,182,125,205
799.png,IT,270,244,294,303
799.png,NT,330,27,372,272
799.png,midbrain,228,285,299,341
799.png,thalami,167,260,223,329
799.png,palate,149,145,199,221
800.png,nasal tip,128,445,138,469
800.png,NT,363,304,404,558
800.png,nasal bone,138,406,150,453
800.png,nasal skin,130,425,141,452
800.png,IT,298,284,332,355
800.png,CM,337,297,355,367
800.png,midbrain,253,246,334,307
800.png,palate,171,388,221,485
800.png,thalami,181,269,252,352
111.png,nasal bone,130,363,142,425
111.png,nasal tip,116,406,128,461
111.png,nasal skin,120,376,129,409
111.png,CM,339,206,364,343
111.png,NT,374,268,400,496
111.png,IT,314,231,335,299
111.png,thalami,196,219,253,313
111.png,palate,169,330,217,456
111.png,midbrain,258,188,337,255
1057.png,CM,395,296,414,368
1057.png,IT,364,321,391,383
1057.png,nasal tip,177,249,187,270
1057.png,nasal bone,191,272,204,301
1057.png,nasal skin,183,271,191,294
1057.png,NT,412,171,451,437
1057.png,thalami,260,347,319,427
1057.png,palate,213,227,273,307
1057.png,midbrain,320,369,392,424
1598.png,CM,421,253,444,325
1598.png,nasal bone,218,351,232,385
1598.png,nasal skin,208,360,220,389
1598.png,nasal tip,204,376,214,411
1598.png,NT,397,267,474,682
1598.png,IT,394,249,415,307
1598.png,midbrain,329,203,418,266
1598.png,palate,248,316,321,431
1598.png,thalami,271,211,345,287
1058.png,IT,311,278,336,346
1058.png,nasal bone,148,404,159,435
1058.png,CM,341,274,365,364
1058.png,NT,367,225,414,636
1058.png,nasal skin,137,411,149,440
1058.png,thalami,201,253,255,334
1058.png,palate,185,370,234,469
1058.png,midbrain,264,236,336,302
624.png,nasal skin,99,279,108,300
624.png,nasal tip,93,261,104,290
624.png,NT,353,88,386,417
624.png,nasal bone,105,285,121,321
624.png,CM,324,367,350,459
624.png,IT,285,380,311,470
624.png,midbrain,226,438,314,515
624.png,thalami,140,394,219,489
624.png,palate,140,238,207,342
801.png,nasal bone,155,297,167,330
801.png,nasal skin,147,314,157,333
801.png,nasal tip,143,328,150,352
801.png,IT,323,188,356,268
801.png,NT,396,221,427,392
801.png,CM,362,216,381,267
801.png,midbrain,275,158,356,209
801.png,palate,187,285,245,375
801.png,thalami,203,157,274,240
802.png,IT,326,258,356,303
802.png,CM,357,239,378,340
802.png,nasal bone,108,351,124,414
802.png,nasal skin,100,364,113,403
802.png,NT,388,262,414,476
802.png,midbrain,266,207,358,268
802.png,palate,139,347,210,456
802.png,thalami,193,207,266,308
803.png,CM,326,270,346,365
803.png,NT,361,274,433,637
803.png,nasal bone,106,368,118,412
803.png,nasal tip,92,410,100,430
803.png,IT,296,271,321,355
803.png,nasal skin,95,395,104,416
803.png,midbrain,240,234,326,300
803.png,palate,137,355,203,462
803.png,thalami,177,240,236,318
804.png,nasal skin,189,229,197,244
804.png,nasal bone,197,231,207,259
804.png,nasal tip,184,210,192,228
804.png,IT,335,283,357,339
804.png,CM,363,268,391,329
804.png,NT,374,15,412,202
804.png,midbrain,297,322,354,371
804.png,thalami,234,298,295,368
804.png,palate,215,198,262,268
805.png,NT,390,221,421,415
805.png,IT,334,207,363,262
805.png,CM,360,217,379,286
805.png,nasal skin,152,303,160,330
805.png,nasal tip,147,323,157,348
805.png,nasal bone,161,301,173,332
805.png,thalami,218,171,286,256
805.png,palate,191,287,254,366
805.png,midbrain,287,161,361,220
806.png,IT,309,296,337,359
806.png,NT,371,279,401,492
806.png,CM,339,296,362,379
806.png,nasal skin,135,417,142,435
806.png,nasal tip,130,423,140,454
806.png,nasal bone,144,403,157,437
806.png,palate,173,383,224,487
806.png,thalami,194,283,250,355
806.png,midbrain,257,262,339,322
112.png,IT,286,301,311,353
112.png,CM,313,270,342,343
112.png,nasal bone,103,214,115,244
112.png,nasal tip,91,198,98,216
112.png,nasal skin,94,212,102,230
112.png,NT,355,86,373,355
112.png,palate,130,165,189,255
112.png,thalami,167,306,234,392
112.png,midbrain,235,337,316,394
1059.png,nasal bone,165,324,175,350
1059.png,CM,366,233,388,320
1059.png,IT,333,214,366,281
1059.png,NT,396,225,418,487
1059.png,nasal skin,157,325,164,348
1059.png,nasal tip,151,343,160,365
1059.png,midbrain,289,182,361,226
1059.png,thalami,222,186,289,270
1059.png,palate,188,313,250,385
1060.png,CM,322,276,357,386
1060.png,IT,290,282,315,353
1060.png,nasal bone,102,387,114,442
1060.png,NT,355,186,386,478
1060.png,midbrain,228,225,313,302
1060.png,thalami,164,236,227,334
1060.png,palate,135,352,203,476
1599.png,nasal skin,229,238,236,259
1599.png,nasal bone,235,237,244,272
1599.png,CM,387,274,409,340
1599.png,IT,369,281,381,331
1599.png,NT,409,9,447,337
1599.png,nasal tip,225,215,232,243
1599.png,midbrain,329,318,387,362
1599.png,thalami,281,298,335,360
1599.png,palate,259,192,311,288
625.png,IT,360,259,389,310
625.png,CM,387,260,413,342
625.png,NT,418,285,447,526
625.png,nasal skin,150,358,160,383
625.png,nasal bone,158,348,171,381
625.png,nasal tip,144,384,155,409
625.png,thalami,235,212,302,297
625.png,palate,188,343,263,433
625.png,midbrain,302,199,385,264
807.png,IT,317,257,343,316
807.png,NT,380,265,411,620
807.png,CM,350,252,373,322
807.png,nasal bone,127,378,143,439
807.png,nasal tip,115,427,126,466
807.png,nasal skin,119,411,130,444
807.png,palate,170,379,217,475
807.png,midbrain,252,215,352,275
807.png,thalami,176,223,260,316
808.png,NT,361,283,386,508
808.png,nasal bone,124,368,136,415
808.png,CM,334,239,352,359
808.png,IT,303,266,332,333
808.png,nasal tip,113,395,122,436
808.png,palate,159,345,210,451
808.png,thalami,184,243,246,320
808.png,midbrain,248,228,330,279
809.png,NT,395,2,420,374
809.png,CM,359,242,385,356
809.png,IT,327,289,352,340
809.png,nasal skin,136,207,143,234
809.png,nasal tip,131,190,139,214
809.png,nasal bone,146,205,158,253
809.png,thalami,212,302,271,373
809.png,palate,180,166,240,270
809.png,midbrain,272,323,352,380
810.png,nasal bone,140,331,153,355
810.png,IT,318,226,348,309
810.png,CM,356,219,381,306
810.png,nasal skin,130,342,139,363
810.png,nasal tip,128,353,137,371
810.png,NT,387,197,416,458
810.png,palate,171,318,238,399
810.png,midbrain,279,210,350,254
810.png,thalami,200,194,276,281
811.png,nasal tip,135,408,144,433
811.png,CM,332,270,352,329
811.png,IT,298,267,322,329
811.png,NT,364,285,394,462
811.png,nasal bone,142,386,154,414
811.png,thalami,174,240,244,318
811.png,palate,170,358,229,460
811.png,midbrain,240,220,330,281
626.png,NT,354,59,428,366
626.png,IT,294,313,321,370
626.png,CM,325,293,349,379
626.png,nasal tip,123,188,131,218
626.png,nasal bone,134,211,145,246
626.png,nasal skin,125,211,135,238
626.png,thalami,185,321,239,392
626.png,palate,168,168,216,266
626.png,midbrain,243,357,317,414
84.png,NT,378,17,429,325
84.png,nasal tip,105,242,114,273
84.png,IT,338,304,360,374
84.png,CM,362,258,391,360
84.png,nasal bone,113,264,124,299
84.png,palate,149,214,216,301
84.png,midbrain,291,357,363,416
84.png,thalami,220,339,283,421
992.png,NT,342,229,364,423
992.png,nasal skin,70,336,82,370
992.png,nasal tip,65,358,77,398
992.png,nasal bone,78,322,91,369
992.png,CM,303,250,326,323
992.png,IT,271,228,292,300
992.png,palate,111,307,184,422
992.png,thalami,150,196,214,276
992.png,midbrain,217,193,306,256
993.png,NT,366,0,422,394
993.png,nasal skin,106,207,116,234
993.png,nasal tip,107,186,116,212
993.png,nasal bone,118,203,130,240
993.png,CM,332,296,363,392
993.png,IT,298,309,323,364
993.png,midbrain,236,342,322,415
993.png,thalami,167,311,234,396
993.png,palate,152,163,203,269
607.png,nasal bone,126,294,139,328
607.png,nasal tip,110,272,118,296
607.png,IT,317,348,351,421
607.png,nasal skin,115,290,123,312
607.png,NT,380,186,424,408
607.png,CM,355,321,372,444
607.png,thalami,202,376,278,470
607.png,palate,157,242,217,331
607.png,midbrain,278,407,359,481
627.png,NT,391,218,422,418
627.png,nasal tip,175,326,184,350
627.png,nasal bone,186,300,195,328
627.png,nasal skin,178,314,186,335
627.png,CM,358,205,378,280
627.png,IT,324,189,354,256
627.png,thalami,220,176,282,253
627.png,midbrain,280,160,352,211
627.png,palate,214,262,268,366
628.png,nasal bone,104,241,118,270
628.png,nasal skin,89,237,102,268
628.png,CM,337,343,358,423
628.png,IT,302,343,336,397
628.png,nasal tip,85,218,97,246
628.png,NT,368,0,405,372
628.png,thalami,163,356,231,427
628.png,midbrain,236,383,336,445
628.png,palate,133,191,199,289
629.png,IT,282,197,301,245
629.png,CM,306,183,320,244
629.png,nasal bone,138,287,148,310
629.png,nasal tip,128,312,134,325
629.png,NT,337,201,356,373
629.png,nasal skin,131,299,138,313
629.png,midbrain,234,169,295,212
629.png,palate,163,276,211,345
